機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ネオアイムジャグラーEX,881,2706,-87,11,5,0,1/169.1,1/246.0,1/541.2,1/0.0
ネオアイムジャグラーEX,882,1017,17,4,2,0,1/169.5,1/254.2,1/508.5,1/0.0
ネオアイムジャグラーEX,883,4147,-983,14,7,0,1/197.5,1/296.2,1/592.4,1/0.0
ネオアイムジャグラーEX,884,427,-157,1,0,0,1/427.0,1/427.0,1/0.0,1/0.0
ネオアイムジャグラーEX,885,2592,523,13,5,0,1/144.0,1/199.4,1/518.4,1/0.0
ネオアイムジャグラーEX,886,2892,802,14,9,0,1/125.7,1/206.6,1/321.3,1/0.0
ネオアイムジャグラーEX,887,2254,448,9,7,0,1/140.9,1/250.4,1/322.0,1/0.0
ネオアイムジャグラーEX,888,1547,-506,4,5,0,1/171.9,1/386.8,1/309.4,1/0.0
ネオアイムジャグラーEX,889,807,-715,1,0,0,1/807.0,1/807.0,1/0.0,1/0.0
ネオアイムジャグラーEX,890,901,52,4,1,0,1/180.2,1/225.2,1/901.0,1/0.0
ネオアイムジャグラーEX,891,739,29,3,1,0,1/184.8,1/246.3,1/739.0,1/0.0
ネオアイムジャグラーEX,892,2170,-541,6,5,0,1/197.3,1/361.7,1/434.0,1/0.0
ネオアイムジャグラーEX,893,489,-110,2,0,0,1/244.5,1/244.5,1/0.0,1/0.0
ネオアイムジャグラーEX,894,4628,-343,15,17,0,1/144.6,1/308.5,1/272.2,1/0.0
ネオアイムジャグラーEX,895,1566,87,6,4,0,1/156.6,1/261.0,1/391.5,1/0.0
ネオアイムジャグラーEX,896,1000,-250,3,3,0,1/166.7,1/333.3,1/333.3,1/0.0
ネオアイムジャグラーEX,897,1333,250,7,3,0,1/133.3,1/190.4,1/444.3,1/0.0
ネオアイムジャグラーEX,898,3925,523,17,11,0,1/140.2,1/230.9,1/356.8,1/0.0
ネオアイムジャグラーEX,899,427,87,2,1,0,1/142.3,1/213.5,1/427.0,1/0.0
ネオアイムジャグラーEX,900,1233,-215,5,2,0,1/176.1,1/246.6,1/616.5,1/0.0
